job_id,memory_GB,network_log10_MBps,local_IO_log10_MBps,NFS_IO_log10_MBps,failed
jobID563304,22.1650,2.9194,-0.1738,-3.0000,0
jobID1546864,15.7935,-0.9180,0.1882,-3.0000,1
jobID1723136,15.2789,0.4796,-0.0567,0.4624,0
jobID153482,18.2543,1.8060,0.4136,0.7971,1
jobID982002,390.1299,-0.8341,1.4768,-3.0000,0
jobID3180947,15.1676,2.6992,-0.6249,1.3774,0
jobID1228562,56.0821,0.2800,0.5867,-3.0000,0
jobID124947,7.2227,2.8042,-0.5791,-3.0000,0
jobID898595,10.8038,2.5064,-0.9191,-0.2255,0
jobID769884,18.6338,3.2333,-0.7677,-3.0000,1
jobID638335,7.3970,0.0103,-0.0742,-3.0000,0
jobID2450725,9.7066,0.8595,0.6454,0.8337,0
jobID2825237,73.6584,-1.1285,1.0054,-3.0000,0
jobID3086473,5.0979,0.1109,0.1877,-3.0000,1
jobID1348371,9.8867,0.5020,0.3033,-0.0315,0
jobID511527,7.6480,2.1424,-0.9575,0.4301,0
jobID2000462,10.0740,0.4133,0.2617,-0.0923,0
jobID2733481,5.5074,2.4108,-0.8907,-2.4679,0
jobID2275546,10.0118,-0.9960,-0.0123,-3.0000,0
jobID1701084,43.6260,0.6780,0.8381,1.2017,0
jobID2587941,33.7327,-1.2940,0.9404,-2.9210,0
jobID3341158,14.8626,3.6006,-0.8595,-3.0000,0
jobID282490,7.3937,3.1597,0.5708,-1.3440,0
jobID630627,7.2114,-0.0362,-1.1873,0.0697,0
jobID1537903,7.7866,0.7719,-0.2480,-0.8078,0
jobID3176299,5.2273,0.1342,0.1654,-3.0000,1
jobID399069,6.9968,0.8811,0.0265,1.0205,0
jobID676828,14.7150,2.9129,-0.8395,-1.1352,0
jobID199918,10.7883,0.4598,-0.1766,0.9197,0
jobID1538180,7.8361,2.1630,-1.3470,-0.9064,0
jobID2000108,10.0192,0.4039,0.5553,0.0903,0
jobID3261649,34.7412,-1.3090,1.0565,-2.9175,0
jobID3259595,38.0563,-1.2960,0.8550,-2.9137,0
jobID479426,7.5773,0.5743,0.8552,-3.0000,0
jobID3470195,30.8031,1.7931,1.3798,-3.0000,0
jobID1928236,10.8936,-0.1095,-0.3489,-3.0000,0
jobID592377,14.4697,-1.5932,-0.9933,-3.0000,0
jobID1631638,134.4774,-0.9867,-0.0453,-1.3443,0
jobID2487401,10.6607,-1.6376,0.5595,-3.0000,0
jobID573425,7.6804,2.5455,-1.0431,-3.0000,0
jobID1374186,65.7108,3.3479,-0.9169,-1.2353,0
jobID2666173,5.0361,2.1740,-0.4784,-2.9650,0
jobID1919488,10.1444,0.4805,0.2483,-0.1543,0
jobID325107,14.8448,-2.0586,0.5841,-3.0000,0
jobID1928425,10.3503,-0.2378,0.2943,-3.0000,0
jobID2968863,10.1859,2.9572,-0.9755,-3.0000,0
jobID3396604,15.1385,2.5887,-0.3729,1.3133,0
jobID3508540,5.0038,0.7534,0.2288,-3.0000,0
jobID224733,14.6569,-1.0852,1.3020,-3.0000,0
jobID32235,15.4609,2.8063,-0.2728,-3.0000,0
jobID2075638,9.7958,-2.1707,-1.3619,-3.0000,0
jobID3045425,87.0043,3.9300,-0.1420,-2.0089,0
jobID1746759,8.1780,-0.0750,0.2242,-3.0000,0
jobID2286474,15.4610,0.8929,-0.6853,0.0990,0
jobID2010080,64.6887,-1.1974,-0.4350,-3.0000,0
jobID1942450,7.4378,-0.7260,-0.6642,-1.4840,0
jobID702420,7.6965,-0.3402,-0.9677,-3.0000,0
jobID1195770,70.1593,3.4390,-0.7916,-1.3499,0
jobID306236,29.7299,0.6957,0.5242,0.0757,0
jobID3095744,5.0729,0.5492,0.6198,-3.0000,1
jobID820869,7.4455,2.5095,-1.0613,-3.0000,0
jobID326127,7.4244,2.7424,-1.2065,1.2537,0
jobID889603,10.7590,2.7338,-1.1178,-3.0000,0
jobID1714388,67.3281,2.7090,-0.6474,1.1483,0
jobID2808607,9.9812,-0.3861,0.5370,-2.2318,0
jobID385678,7.9848,2.4998,-0.3153,2.9990,0
jobID1624465,43.8715,-1.5556,0.1227,-3.0000,0
jobID1386029,23.1412,2.5443,0.8093,-3.0000,1
jobID516828,14.8569,-1.4298,0.0961,-2.0264,0
jobID2585757,33.4417,-1.2861,0.8407,-2.9175,0
jobID1935460,40.1524,-1.4655,-0.4388,-2.9987,0
jobID876267,9.5640,-0.5246,-0.2228,-3.0000,0
jobID1113996,26.9118,2.2361,0.0445,2.3266,0
jobID126353,7.1726,-2.4169,-1.3171,-3.0000,0
jobID3059456,10.9027,3.1418,-1.4289,-3.0000,0
jobID3545416,5.0449,2.6181,-0.6551,-0.6087,0
jobID2491299,9.9244,0.5173,-0.6391,-0.6652,0
jobID640731,14.6784,3.1698,-0.8465,-3.0000,0
jobID2735514,19.8679,-1.3038,1.0038,-3.0000,0
jobID1144868,33.7179,2.0444,-0.8763,-3.0000,0
jobID702796,39.7309,-1.4122,-0.0349,-2.9942,0
jobID1696603,18.6509,2.4060,-0.8822,2.3922,0
jobID996972,9.8025,1.1904,-0.1316,0.1234,0
jobID857576,130.5991,3.4758,0.7189,3.4908,0
jobID2583637,33.2809,-1.2774,1.0877,-2.9138,0
jobID232028,15.1505,-1.6470,-0.5484,-3.0000,0
jobID2392139,43.2179,1.0019,-0.9108,-3.0000,0
jobID864276,30.9266,2.5086,-0.2960,1.8129,0
jobID52355,29.2203,3.3019,-0.7395,-3.0000,0
jobID1213662,17.8447,2.5312,-0.8039,2.5159,0
jobID1253974,12.5749,2.0487,-0.9061,0.6555,0
jobID385730,8.0294,-0.2202,0.2809,-3.0000,0
jobID1917344,18.2692,-0.8143,1.1368,-3.0000,0
jobID1333787,20.3640,0.8941,-0.2940,-1.7442,0
jobID2582060,33.7946,-1.2567,0.9314,-2.9052,0
jobID451059,75.1748,-2.1467,-0.5970,-3.0000,0
jobID3636863,37.8452,-1.3314,1.0985,-2.9096,0
jobID1928505,10.3425,2.6664,-1.4713,-3.0000,0
jobID3195878,24.9700,1.2163,-0.5990,-3.0000,0
jobID1534009,9.8656,-0.1651,0.3399,-3.0000,0
jobID2129935,3.8610,-2.4035,-1.9332,-3.0000,0
jobID2253968,21.1539,-0.9504,-0.0590,-3.0000,0
jobID1680575,11.7459,2.4699,-1.1772,2.2624,0
jobID1732969,9.0758,0.4285,-0.4640,-1.2327,0
jobID3544974,5.1544,2.5701,-1.1462,-2.6351,0
jobID2336436,7.4678,-1.3717,-0.9242,-1.6070,0
jobID2471919,15.6215,-1.7526,0.3362,-3.0000,0
jobID2666365,5.2558,2.6342,-1.1999,-2.6249,0
jobID2662265,5.0732,2.5683,-1.2308,-2.7357,0
jobID525544,7.2169,2.8428,-0.6680,-3.0000,0
jobID1971563,8.0918,2.0786,-0.8648,-0.0986,0
jobID896870,42.6177,3.3606,-0.5893,-3.0000,0
jobID577657,14.8404,1.4238,0.5905,-1.1759,0
jobID557975,22.9804,3.1480,0.0898,-3.0000,0
jobID686351,22.1148,0.2145,0.6747,-3.0000,0
jobID479107,25.0562,0.3333,0.6991,-3.0000,0
jobID442397,7.4159,-0.6962,-1.0683,-0.4462,0
jobID2728773,5.0281,2.5964,-1.5421,-2.5691,0
jobID3376976,19.9458,3.1636,-0.7631,1.4925,0
jobID2976547,21.1407,3.4314,-1.3435,-3.0000,0
jobID180289,14.3950,0.4769,-0.4847,-3.0000,0
jobID483063,18.4537,2.0109,0.4621,-3.0000,0
jobID512554,22.0195,2.8514,-0.2612,-3.0000,0
jobID749520,39.8231,1.8962,0.8971,-3.0000,1
jobID1000518,86.6925,2.4605,0.2143,-3.0000,0
jobID1049623,8.0626,-0.1865,-1.0733,-0.7714,0
jobID793757,11.0704,1.2536,0.4328,-1.0100,0
jobID415789,7.6374,-0.0081,0.2601,-3.0000,0
jobID88214,7.6239,0.2211,-0.2258,-3.0000,0
jobID1874195,65.8513,3.7315,-0.8067,-3.0000,0
jobID853379,7.4299,0.2355,-0.4787,-0.6514,0
jobID1655306,15.5633,2.2596,0.7645,-3.0000,0
jobID2760076,10.3585,2.4940,-0.2128,0.1996,0
jobID2303397,22.1931,3.2801,-0.9158,-1.5411,0
jobID1950009,56.6635,2.1150,-1.0674,-3.0000,0
jobID1162969,19.4187,-1.2720,0.2343,0.2576,0
jobID1860381,64.6065,2.3481,-0.3773,1.4990,0
jobID1311332,65.3833,2.0903,-0.6506,0.3869,0
jobID2087861,112.3243,3.1981,-0.2433,1.1722,0
jobID240188,7.6595,1.8955,-0.6829,-3.0000,0
jobID676975,36.7680,0.0322,-0.4737,-0.2335,0
jobID1190028,19.0369,-1.3881,0.2734,-3.0000,0
jobID2567731,15.0063,2.6624,-0.4125,1.5843,0
jobID67464,7.5245,-0.2921,-1.3067,-3.0000,0
jobID806090,15.3718,1.3803,0.5768,-3.0000,1
jobID1896721,12.1087,-1.8784,-0.4898,-3.0000,0
jobID754163,7.5666,0.5754,0.7931,-3.0000,0
jobID923355,19.3707,-1.4611,0.3374,-3.0000,0
jobID1180981,9.9483,0.6235,0.4694,0.3247,0
jobID1928429,10.8223,0.2471,-0.3226,-3.0000,0
jobID1339450,9.9929,2.7868,-1.3482,0.4896,0
jobID1432890,9.8471,0.4891,0.1929,-0.0730,0
jobID321400,14.9431,-1.7533,-0.7061,-3.0000,0
jobID1529643,14.7251,-1.7465,-0.1022,-3.0000,0
jobID2360804,7.8948,2.5898,-1.0884,-3.0000,1
jobID1695413,8.1350,0.4127,-0.8096,-3.0000,0
jobID1317623,12.0930,1.9987,0.3831,0.2533,0
jobID1746418,15.0027,2.8951,-0.3213,2.7459,0
jobID2837465,10.5360,3.0964,-1.4977,-3.0000,0
jobID2591195,33.5534,-1.3319,0.9126,-2.9270,0
jobID2458587,30.3894,2.6642,0.2643,1.4662,0
jobID1281150,9.5269,3.0990,-0.9433,2.2162,0
jobID3496814,5.5098,2.6435,-1.2458,-2.5993,0
jobID1784109,32.6411,1.9683,-1.0609,-3.0000,0
jobID3638389,63.3881,-1.3051,0.8870,-2.9137,0
jobID123611,7.4505,2.7738,-0.7905,-3.0000,0
jobID1363197,10.2631,0.5688,0.3386,-0.0540,0
jobID122477,7.3764,0.2589,-0.1357,-1.8043,0
jobID1508385,8.8981,2.4738,-1.4104,0.3433,0
jobID2961056,16.0044,3.1566,-1.1913,-3.0000,0
jobID3504872,32.1986,-1.2220,0.9242,-2.9270,0
jobID1818987,7.7813,-1.4817,-1.1273,-1.9564,0
jobID1838678,8.2384,-0.1545,-0.0743,-3.0000,0
jobID1766824,50.7924,-0.6081,-0.0051,-3.0000,0
jobID754986,7.6347,0.2262,0.2206,-2.7568,0
jobID3196122,15.0334,2.6970,-0.8693,1.3351,0
jobID1094629,54.9064,2.7275,-0.5448,2.4788,0
jobID520653,15.0550,3.1422,-0.9675,-3.0000,0
jobID2010053,64.7267,2.9225,-0.3067,-0.5574,0
jobID3467269,5.0214,1.7569,-1.2716,2.0922,0
jobID728452,30.3651,2.7677,-0.6439,1.5328,0
jobID528686,22.1451,3.4730,-0.6126,-3.0000,1
jobID2050118,44.3666,3.1165,-0.8931,-3.0000,0
jobID1466195,8.1207,-0.9143,-0.5142,-1.2099,0
jobID467779,7.8656,3.1831,0.6094,-1.3211,0
jobID3259496,33.9804,-1.3563,0.9690,-2.9240,0
jobID528749,7.4570,2.9365,-0.7313,-3.0000,0
jobID1019629,19.7750,-1.5228,0.5240,-3.0000,0
jobID1416527,7.8497,-1.1179,-0.8885,-1.3785,0
jobID3176238,4.9948,0.5914,0.6142,-3.0000,1
jobID2281348,9.8252,0.4675,0.2839,-0.0999,0
jobID846446,114.8142,-0.9204,0.5762,-3.0000,0
jobID1215522,128.3953,3.7985,0.1193,-3.0000,0
jobID733388,59.6805,2.6727,0.3016,2.5800,0
jobID763655,14.6063,0.4043,-0.2189,-3.0000,0
jobID571403,14.9600,2.5022,-1.0860,-3.0000,0
jobID266023,54.9753,3.4380,0.0454,1.8840,0
jobID3509389,5.0635,0.8233,0.1296,-3.0000,0
jobID1588895,8.0299,-0.7041,0.0708,-3.0000,0
jobID1487942,101.4499,2.4812,0.2772,-3.0000,0
jobID2297498,7.6643,-1.2494,-0.9841,-1.5181,0
jobID2482456,7.4701,3.2617,-1.2199,-3.0000,0
jobID1463697,15.8301,2.2079,-0.6401,1.2631,0
jobID152753,7.6157,0.8839,0.1326,-1.4970,0
jobID1140057,66.9491,3.2446,-0.9702,-1.5163,0
jobID2753579,12.4287,3.5026,-1.0575,-3.0000,0
jobID898820,17.1977,2.5377,-1.0492,-0.3479,0
jobID418032,63.9267,3.2207,-0.0622,-3.0000,0
jobID1265674,15.8793,0.9965,0.2365,0.7222,0
jobID186804,7.4709,2.7848,-0.7918,-3.0000,0
jobID2367942,7.8192,-0.8232,0.2620,-3.0000,0
jobID1286288,16.5315,2.4368,-1.0303,-2.9907,0
jobID99016,14.8434,-1.8326,-0.9307,-3.0000,0
jobID74394,8.0121,0.2250,-0.0126,-3.0000,0
jobID1643021,79.6929,-0.9402,0.0684,-3.0000,0
jobID529988,33.7131,-1.2211,-0.0349,-3.0000,0
jobID1426911,29.9462,3.3787,0.0476,0.6291,1
jobID1009913,9.1517,-1.1574,-0.8760,-1.5624,0
jobID3539551,4.9627,2.5650,-1.4343,-2.7851,0
jobID2054978,22.2652,2.5188,-0.9561,-0.3708,0
jobID759738,7.6446,0.8559,0.3186,-3.0000,0
jobID2131236,31.8061,2.7473,-0.3635,1.8383,0
jobID2585479,33.0421,-1.2975,1.0431,-2.9175,0
jobID366803,41.2194,-1.3435,-0.1587,-3.0000,0
jobID2430866,23.0218,3.1387,-0.7649,-3.0000,0
jobID3548770,5.0791,2.6028,-1.2816,-0.7207,0
jobID304916,7.3796,2.9742,-0.7519,-3.0000,0
jobID282886,22.4157,3.4468,-0.4959,-3.0000,0
jobID50698,7.4484,1.7854,-1.1379,-2.9997,0
jobID1445591,22.5279,3.2265,-0.8487,-3.0000,0
jobID3469880,70.7983,3.7697,0.1982,1.6714,0
jobID1934110,21.0689,2.4138,-0.9369,2.3984,0
jobID1942577,7.5258,-0.4964,-0.3306,-0.8166,0
jobID1746806,23.4493,-1.4807,1.1927,-3.0000,0
jobID3101352,5.1208,0.0989,0.2032,-3.0000,1
jobID2932221,15.0211,2.7273,-0.6489,0.3360,0
jobID232357,14.9520,-2.1222,0.3290,-3.0000,0
jobID2734471,5.0732,2.5820,-1.5239,-1.6503,0
jobID930304,9.8834,2.6592,-1.3642,-3.0000,0
jobID987969,15.5814,0.2742,0.3183,0.0148,1
jobID3477521,15.1048,2.7580,-0.1383,0.8035,0
jobID809973,22.4409,-1.2796,0.9851,-3.0000,0
jobID1882171,10.2534,2.3942,-1.0540,-3.0000,0
jobID2291753,19.7293,3.6458,-0.7922,-3.0000,0
jobID2729021,5.0304,2.6046,-1.3266,-2.7117,0
jobID56729,15.8607,1.2542,-0.1102,-3.0000,1
jobID853684,7.2901,-0.8667,-1.0936,-0.5920,0
jobID328182,11.0901,-1.4907,0.1588,-3.0000,0
jobID2011471,55.8619,1.2756,0.5688,0.3209,0
jobID1269613,10.5775,2.6161,-0.9502,-3.0000,0
jobID2071225,10.0248,1.5238,0.5068,1.5531,0
jobID423585,23.0886,-1.0435,-0.0407,-3.0000,0
jobID1179028,10.2735,0.4449,-0.0495,-0.5066,0
jobID877572,28.7491,3.1482,-0.7301,-3.0000,0
jobID2077860,44.4462,2.8748,-0.7693,-3.0000,0
jobID477832,64.5733,2.6797,0.1791,-3.0000,0
jobID2080027,164.6018,-1.2512,-0.5395,-3.0000,0
jobID2094938,10.2389,-0.2364,-0.8416,-3.0000,0
jobID592230,22.0279,3.1617,-0.8208,-3.0000,1
jobID2624469,41.8108,3.8159,-0.2025,-2.9800,0
jobID578673,40.4685,2.9230,-0.5406,-3.0000,0
jobID115970,7.1439,0.0202,-0.6257,-3.0000,0
jobID3550195,12.5861,3.5940,-0.3551,-3.0000,0
jobID1972329,24.7820,3.0913,-0.4463,-1.7029,0
jobID1450005,70.8963,-1.6852,0.4822,-3.0000,1
jobID1711128,66.1584,3.1775,-0.9235,-2.7981,1
jobID894187,44.8423,-1.0581,-0.7607,-3.0000,0
jobID640267,14.6701,3.1598,-0.6816,-3.0000,0
jobID1928412,10.7277,-2.0915,0.2542,-3.0000,0
jobID2583143,34.0476,-1.2849,1.0633,-2.9097,0
jobID822207,7.3171,-0.0200,-0.9544,-3.0000,0
jobID3259477,32.4523,-1.3248,1.0374,-2.9137,0
jobID648448,31.3836,1.6960,-0.1307,1.9370,0
jobID530127,116.5151,-0.8847,0.4843,-3.0000,0
jobID572667,22.8847,3.6324,0.2196,-1.0571,0
jobID1581484,24.3812,-1.7997,-0.7716,-2.9706,0
jobID2579627,5.1330,2.5003,-1.1998,-0.6088,0
jobID1543886,9.9648,-2.3137,-0.6334,-3.0000,0
jobID2225768,10.5195,2.5810,-0.8031,-3.0000,0
jobID3450522,9.9951,-1.4329,0.1338,-3.0000,0
jobID2011459,55.3734,-0.4996,-0.2827,0.0906,0
jobID2405967,8.0254,2.4607,-0.0767,-2.0062,0
jobID2875339,15.1814,2.6851,-0.2361,1.4785,0
jobID388736,3.6653,2.7136,-1.5623,-3.0000,0
jobID2850175,14.8643,3.6024,-0.7275,-3.0000,0
jobID1639159,44.7653,2.2649,-0.6027,-0.4617,0
jobID1848339,9.6753,0.4711,0.5709,0.1749,0
jobID210470,14.4822,3.2399,-0.6242,0.1676,0
jobID3510079,5.1448,0.5426,0.6396,-3.0000,1
jobID2265185,8.0682,-1.1101,0.2107,-1.5039,0
jobID163329,29.1744,3.5143,0.0403,-3.0000,0
jobID2141533,21.9593,-0.0011,-0.3278,-0.4689,0
jobID1164743,63.8436,3.7705,-0.3908,-2.0326,0
jobID392156,15.5924,-0.9944,1.0400,-3.0000,0
jobID647687,15.3910,-0.1053,0.1273,-3.0000,0
jobID3086989,5.0089,2.5652,-1.3819,-3.0000,0
jobID346844,14.7448,-1.3218,0.1820,-1.9643,0
jobID1217353,8.2529,0.4394,-0.0353,-0.7226,0
jobID1443019,15.1989,2.5691,-0.0379,1.8670,0
jobID753860,16.0468,1.2978,0.3326,-3.0000,0
jobID757501,7.5787,0.1812,-0.7151,-3.0000,0
jobID374944,36.9686,-0.8154,-0.4812,-3.0000,0
jobID372606,19.1008,-2.2491,-1.3063,-3.0000,0
jobID1971529,8.1485,-2.2931,-0.7473,-3.0000,0
jobID913120,14.9352,1.7834,-0.7729,-3.0000,0
jobID1057144,26.8491,2.2352,0.0665,-3.0000,0
jobID2640539,10.4371,0.1035,-0.2601,-0.0675,0
jobID3510778,5.0523,0.6233,0.6482,-3.0000,1
jobID3546300,5.2195,2.6093,-0.4459,-1.3037,0
jobID201733,7.3287,2.8127,-0.7016,-3.0000,0
jobID765738,7.3899,2.8821,0.2978,-1.6131,0
jobID1240043,7.9427,2.0513,-1.0901,-0.1467,0
jobID1218395,15.4959,2.5796,-0.3641,1.3599,0
jobID1255057,31.9922,1.3069,0.3455,-0.0909,0
jobID470817,7.3218,0.1426,-0.4019,-0.5269,0
jobID290306,24.4073,3.6006,-0.8071,-1.6684,1
jobID1379686,32.2557,-1.4572,-0.5859,-2.9981,0
jobID1254057,8.0461,1.3034,-1.1541,-0.3198,0
jobID3541833,5.1334,-2.0554,0.0483,-3.0000,0
jobID1349637,23.7914,0.3183,0.0303,0.1795,0
jobID2034986,16.4442,2.2488,-0.8510,1.5726,0
jobID1587582,116.4857,1.7714,1.2360,0.9843,0
jobID1853614,31.2341,-1.5744,-0.6898,-2.9952,0
jobID2473791,7.7717,0.6457,-1.1380,0.1551,0
jobID443689,10.9726,-1.1723,-0.8272,-1.2192,0
jobID2761531,13.0174,3.1523,-1.5538,-3.0000,0
jobID168906,29.3771,0.9799,-0.2089,3.1207,0
jobID1668970,10.0493,1.6509,-0.7123,1.5924,0
jobID2665107,5.0101,-0.7590,0.6112,-3.0000,0
jobID1968233,8.2055,2.6832,-0.6961,2.6744,0
jobID1750171,19.6715,1.7794,0.8972,-2.3328,0
jobID825317,14.8258,-1.3170,0.2459,-1.9600,0
jobID398421,7.3302,0.0657,-0.3915,-0.4976,0
jobID1228770,56.0490,0.0659,-0.3072,-0.0826,0
jobID2030266,26.5933,3.1776,-1.1452,1.8130,0
jobID370775,48.8454,-0.5262,0.7442,-3.0000,0
jobID2027231,42.9205,3.0461,-0.6825,-3.0000,0
jobID2643969,9.9756,0.5778,-0.5908,-0.4736,0
jobID1396675,67.0718,2.2405,0.2209,2.5308,0
jobID1162923,7.3809,2.1249,-1.1386,-1.7026,0
jobID200202,7.2185,2.3361,-0.8583,-0.7281,0
jobID1529744,9.6937,1.4652,-0.7534,1.4948,0
jobID648399,15.6429,-0.1050,0.0747,-3.0000,0
jobID1664176,9.8928,0.4343,-1.3811,-1.7140,0
jobID2841155,10.1495,-1.5234,0.0117,-3.0000,0
jobID878251,10.7006,2.2698,1.7762,2.2595,0
jobID2289066,27.1876,0.7930,-0.2266,-3.0000,0
jobID1094605,146.2868,-0.0481,1.2546,-3.0000,0
jobID1721122,14.7934,1.4122,-1.1589,0.5160,0
jobID1398014,66.9245,2.8712,-0.7116,-3.0000,0
jobID3543857,5.0939,2.6821,-0.9648,-2.4808,0
jobID691273,15.0714,-0.9240,1.0589,-3.0000,0
jobID1329321,15.4977,2.8132,-0.8210,-3.0000,0
jobID282324,111.8316,3.8680,0.2169,-3.0000,0
jobID1545932,30.5892,1.8096,-0.4365,-3.0000,0
jobID549425,7.4048,-1.1904,-1.3271,-1.1843,0
jobID469705,11.0935,-0.1023,-0.6045,-3.0000,0
jobID617558,19.1315,0.1732,-0.3164,0.1328,0
jobID2667973,12.5554,2.6049,-0.7087,1.4018,0
jobID3126418,9.9992,-0.5371,-1.0944,-3.0000,1
jobID1430707,14.4722,3.4346,-1.0016,-2.9989,0
jobID1529787,29.7361,3.4906,-0.5431,-1.6371,0
jobID3216607,10.1740,-1.5746,0.1188,-3.0000,0
jobID1800979,19.2416,-0.3793,0.7127,-3.0000,0
jobID2412700,67.3137,0.5329,0.8254,-0.0216,0
jobID510696,22.4090,-0.9453,0.1162,-3.0000,0
jobID1398398,67.8088,2.9439,-0.8119,-3.0000,0
jobID1918875,9.8262,0.6071,0.5151,0.0828,0
jobID1627679,20.6267,3.0432,-0.6786,-3.0000,0
jobID1383720,7.9853,2.0015,-0.9908,-0.2694,0
jobID2015126,65.7221,3.2129,-0.9782,-3.0000,0
jobID3101136,5.1057,0.5113,0.5472,-3.0000,1
jobID265099,55.0251,2.3073,0.0487,2.3347,0
jobID1110051,18.8964,-0.5902,0.7135,-3.0000,0
jobID1910405,12.2943,1.1518,-1.0771,-0.1087,0
jobID1137229,32.1921,2.5317,-0.1377,-3.0000,0
jobID946115,135.1576,3.9959,-0.1422,-3.0000,0
jobID1742759,19.1839,0.2633,-0.7633,-1.2332,0
jobID637093,58.8656,2.6986,-0.1781,2.7069,0
jobID1849950,10.1246,0.4810,0.1802,-0.0258,0
jobID2448893,65.5445,-0.9808,0.1869,-2.9929,0
jobID2819018,36.3351,2.4233,0.1898,-2.9802,0
jobID2340014,29.8813,-1.4706,-0.7980,-2.9990,0
jobID3284965,5.6357,1.8666,-1.1337,-2.1308,0
jobID1997613,9.6540,0.5815,0.3322,-0.0200,0
jobID2585624,33.7044,-1.2755,0.8277,-2.9175,0
jobID549877,7.3023,-0.0326,-0.9159,-0.3166,0
jobID3528843,9.9749,2.9510,-0.5812,-3.0000,0
jobID988824,20.1711,2.7349,-0.7207,-0.0515,0
jobID2318792,22.7239,-0.8072,0.0242,-3.0000,0
jobID3060639,14.6338,0.8488,0.5601,-3.0000,0
jobID766454,18.5325,3.5077,-0.4306,-3.0000,0
jobID1090495,32.2360,-1.3332,-0.4854,-3.0000,0
jobID3117193,32.5737,-1.2801,1.0059,-2.9051,0
jobID608449,22.0362,3.4771,-0.7658,-3.0000,0
jobID664587,14.6005,2.7540,-0.6421,-3.0000,1
jobID1501893,24.0686,-1.6561,0.3971,-3.0000,0
jobID2236663,31.9812,-1.4160,0.6946,-3.0000,0
jobID791607,7.4126,2.4683,-1.2878,-3.0000,0
jobID548885,7.2449,-0.8898,-0.7326,-0.9430,0
jobID1038849,21.6858,2.5273,-0.2866,2.5368,0
jobID366273,15.8221,1.0840,0.9600,-3.0000,0
jobID2732077,5.1586,2.5447,-1.3323,-0.7900,0
jobID1416781,8.2518,-1.0173,-0.6325,-1.4378,0
jobID360237,29.9823,2.7689,-0.6311,-1.0791,0
jobID915020,64.2746,-0.9292,0.1050,-3.0000,0
jobID3513299,5.3256,0.7100,0.4752,-3.0000,0
jobID1430718,15.0628,3.5199,-0.8385,-2.9986,0
jobID399008,7.2516,-0.2662,-0.6667,0.2217,0
jobID1626910,67.6833,-1.2980,-0.4073,-2.9905,0
jobID3197034,7.7299,1.2977,0.8630,-3.0000,0
jobID1108580,18.8103,0.4527,0.8557,-3.0000,1
jobID611244,29.0699,0.9754,-0.2186,3.2935,0
jobID2011537,54.8902,0.6859,0.7804,-3.0000,0
jobID2455076,10.8791,-2.0185,-0.1223,-3.0000,0
jobID624116,15.9163,-0.9574,0.5932,-3.0000,0
jobID837034,7.5843,0.9729,-0.1426,-3.0000,0
jobID1178906,9.7180,0.5045,0.0366,-0.3648,0
jobID807821,7.2009,-0.3148,0.7328,-1.9848,0
jobID1816924,15.2421,2.0471,-0.7593,-3.0000,0
jobID2208865,65.5529,-1.3720,-0.4959,-2.9911,0
jobID2069072,66.4236,2.9780,-0.8671,-2.8527,0
jobID1662092,9.5906,0.6477,0.4323,-3.0000,0
jobID1403014,14.3912,3.0800,-0.7094,-3.0000,0
jobID3550514,4.9930,2.5198,-0.6174,-2.9309,0
jobID1535427,14.5424,-1.3961,0.8359,-3.0000,0
jobID1790436,32.1499,2.7298,0.0120,1.8718,0
jobID1070323,62.0934,-1.3840,-0.6077,-2.9927,0
jobID2069538,99.2216,0.4517,0.1842,0.3474,0
jobID1381085,63.1772,3.3438,-0.2567,-3.0000,0
jobID2665111,5.0438,2.5861,-1.0107,-0.5234,0
jobID1208814,14.1122,3.1258,-1.3509,1.4037,0
jobID3319376,4.9085,0.2866,-0.7964,-3.0000,0
jobID3491511,10.0211,2.2292,-0.1784,1.4210,0
jobID2077936,43.7596,2.9479,-0.6840,-3.0000,0
jobID2207749,172.5446,2.4068,0.1365,2.4552,0
jobID1484666,19.8121,2.3862,-0.1596,-3.0000,0
jobID879311,24.3443,2.6578,-0.5280,2.1936,0
jobID2000234,9.7889,0.4951,0.3243,-0.0043,0
jobID3145136,12.6422,-0.3710,1.7247,0.3100,0
jobID2146606,41.6506,1.9970,0.3307,1.4098,1
jobID893175,121.5148,0.5609,-0.2224,-3.0000,0
jobID1638874,89.4994,-1.2091,0.5636,-3.0000,0
jobID1782400,18.1693,2.6595,-0.6748,-2.9891,0
jobID3347001,7.7885,1.1438,0.8948,-3.0000,0
jobID1258737,65.2931,2.9185,-0.0082,2.2146,0
jobID3604100,10.9115,-1.6357,-0.9202,-3.0000,0
jobID360688,59.5912,3.4346,0.0974,1.9892,0
jobID1386953,7.6135,-1.6333,0.0437,-3.0000,0
jobID486104,14.7668,2.8194,-0.0131,-3.0000,0
jobID2179798,67.0074,-1.2390,-0.4898,-2.9929,0
jobID175695,29.1030,2.7370,-0.2905,1.8957,0
jobID3044173,23.4654,2.6478,-0.1377,1.8307,0
jobID407087,7.4820,-0.2451,-0.9500,-3.0000,0
jobID1805714,20.2923,-1.6332,0.1848,-3.0000,0
jobID1485232,24.8069,2.8055,-1.0146,-0.3887,0
jobID2112899,68.9778,3.3448,-0.7160,-3.0000,1
jobID1911860,10.2933,-2.4703,0.5816,-3.0000,0
